0x000000710105d5c8,_ZN4sead7Vector3IfE4zeroE
0x000000710105d5d4,_ZN4sead7Vector3IfE2exE
0x000000710105d5e0,_ZN4sead7Vector3IfE2eyE
0x000000710105d5ec,_ZN4sead7Vector3IfE2ezE
0x00000071012698b8,_ZTVN4sead14SafeStringBaseIcEE
0x000000710126a770,_ZTVN4sead22BufferedSafeStringBaseIcEE
